ch0_mean,ch0_std,ch0_min,ch0_max,ch0_ptp,ch0_slope,ch0_energy,ch1_mean,ch1_std,ch1_min,ch1_max,ch1_ptp,ch1_slope,ch1_energy,ch2_mean,ch2_std,ch2_min,ch2_max,ch2_ptp,ch2_slope,ch2_energy,ch3_mean,ch3_std,ch3_min,ch3_max,ch3_ptp,ch3_slope,ch3_energy,ch4_mean,ch4_std,ch4_min,ch4_max,ch4_ptp,ch4_slope,ch4_energy,ch5_mean,ch5_std,ch5_min,ch5_max,ch5_ptp,ch5_slope,ch5_energy,ch6_mean,ch6_std,ch6_min,ch6_max,ch6_ptp,ch6_slope,ch6_energy,ch7_mean,ch7_std,ch7_min,ch7_max,ch7_ptp,ch7_slope,ch7_energy,ch8_mean,ch8_std,ch8_min,ch8_max,ch8_ptp,ch8_slope,ch8_energy,ch9_mean,ch9_std,ch9_min,ch9_max,ch9_ptp,ch9_slope,ch9_energy,ch10_mean,ch10_std,ch10_min,ch10_max,ch10_ptp,ch10_slope,ch10_energy,ch11_mean,ch11_std,ch11_min,ch11_max,ch11_ptp,ch11_slope,ch11_energy,ch12_mean,ch12_std,ch12_min,ch12_max,ch12_ptp,ch12_slope,ch12_energy,ch13_mean,ch13_std,ch13_min,ch13_max,ch13_ptp,ch13_slope,ch13_energy,ch14_mean,ch14_std,ch14_min,ch14_max,ch14_ptp,ch14_slope,ch14_energy,material,motion,trial
121.09500427246094,2.6256862358112847,116.25000762939453,127.50000762939453,11.25,-0.011729327897380171,14670.894287956262,-32.34000148773193,4.373831502193874,-40.35000228881836,-24.150001525878906,16.200000762939453,-0.13240599094476913,1065.0060982360872,-1615.8581848144531,4.646718417519311,-1623.3359375,-1607.364013671875,15.971923828125,0.0902495190613252,2611019.265423911,460.64251708984375,3.265549033780928,453.3000183105469,466.95001220703125,13.649993896484375,0.18259451729910717,212202.19236135902,-823.1475372314453,3.1629302532042165,-828.4500122070312,-813.1500244140625,15.29998779296875,0.04319558968221335,677581.8721779803,-1536.0950073242188,4.884861498352862,-1545.4119873046875,-1527.5040283203125,17.907958984375,0.026931464403195493,2359611.73339825,-815.3925384521484,3.18885779190309,-821.1000366210938,-809.7000122070312,11.4000244140625,0.04387257511454417,664875.1605774553,486.3975173950195,2.7196247136596075,482.4000244140625,490.8000183105469,8.399993896484375,-0.02063834971951363,236589.94128662147,-1558.8309020996094,5.251170856736373,-1566.4659423828125,-1546.3800048828125,20.0859375,-0.10862633267739662,2429981.3561360487,-66.38250312805175,2.0244301133939113,-69.9000015258789,-62.70000076293945,7.200000762939453,0.015451130114103618,4410.735038829817,-18.240000915527343,2.6955796759563513,-24.450000762939453,-12.15000057220459,12.300000190734863,-0.10218045801148379,339.9637831878673,-1448.188494873047,3.341777877324436,-1454.4200439453125,-1443.2879638671875,11.132080078125,-0.1311904333587876,2097261.0841620425,30.022501087188722,2.639435540294755,25.80000114440918,37.35000228881836,11.55000114440918,0.0779323448812155,908.3171915016189,144.63750762939452,3.26672017021526,138.90000915527344,151.5,12.599990844726562,0.20357152035361842,20930.680073913652,-1674.9182922363282,4.035146222517548,-1685.2879638671875,-1668.83203125,16.4559326171875,-0.08060798358200189,2805367.568072895,fabric,push,1
120.7050048828125,2.3141358643319,116.70000457763672,124.80000305175781,8.099998474121094,0.036992536272321436,14575.053428558376,-34.275001525878906,2.992678694206114,-40.650001525878906,-30.000001907348633,10.649999618530273,0.1960151098724595,1183.7318553657565,-1614.70869140625,3.3271988778731747,-1621.884033203125,-1604.9439697265625,16.9400634765625,-0.05877217457706767,2607295.2283552573,459.88502044677733,3.161019298975357,453.6000061035156,465.1500244140625,11.550018310546875,0.013534591789532426,211504.2240743413,-824.7525329589844,2.698445709490202,-830.4000244140625,-819.6000366210938,10.79998779296875,0.0813159913945019,680224.0222315077,-1535.0544006347657,5.449344090114047,-1545.4119873046875,-1523.8740234375,21.5379638671875,0.2751144523907425,2356421.708259172,-816.7875366210938,2.3891336494533078,-820.6500244140625,-812.2500610351562,8.39996337890625,-0.13229374706296995,667147.5879391495,486.2250183105469,3.1825114772876972,481.20001220703125,492.1500244140625,10.95001220703125,-0.19263218470982144,236424.8968103947,-1557.6813903808593,4.792030076455707,-1566.949951171875,-1549.0419921875,17.907958984375,0.15502626806273498,2426394.277491101,-65.88750343322754,2.4509625046763395,-70.6500015258789,-62.250003814697266,8.39999771118164,-0.06101490106797756,4347.1703258629,-17.092500495910645,2.7939790699898053,-23.100000381469727,-13.950000762939453,9.149999618530273,0.14334586724302828,299.95989224624674,-1447.2567993164062,4.03958932128508,-1454.177978515625,-1438.9320068359375,15.2459716796875,0.0349370741306391,2094568.5614494532,28.29750108718872,4.242713920412945,20.850000381469727,37.20000076293945,16.350000381469727,0.1602631920262387,818.7491891899126,144.72750701904297,3.2561654355747374,135.45001220703125,151.95001220703125,16.5,0.10680466271880874,20956.653901290963,-1675.9830932617188,4.703444809907638,-1684.803955078125,-1668.83203125,15.971923828125,0.10353086084351504,2808941.451292199,fabric,push,2
120.07500495910645,3.88048006243919,112.20000457763672,126.60000610351562,14.400001525878906,0.04263154797087935,14433.064941444425,-33.45000143051148,3.207335437171742,-42.45000076293945,-28.80000114440918,13.649999618530273,-0.054360845752228465,1129.1895963077573,-1616.293798828125,4.537036072216459,-1624.06201171875,-1605.9119873046875,18.1500244140625,-0.14993171405075187,2612426.228826572,462.44251861572263,3.7200229281154806,453.45001220703125,468.1500244140625,14.70001220703125,-0.09394740054481909,213866.9215942387,-822.7050354003907,3.2640382901812273,-827.8500366210938,-816.6000366210938,11.25,0.008797506461466166,676854.2292191178,-1533.2393920898437,3.1996308728263028,-1538.8780517578125,-1528.22998046875,10.6480712890625,0.20888469954182334,2350833.271093756,-817.0875396728516,2.935892390215925,-822.1500244140625,-810.7500610351562,11.39996337890625,-0.07612814078653667,667640.6669527607,486.5100158691406,2.8120096838344786,479.70001220703125,491.1000061035156,11.399993896484375,-0.09496189203477444,236699.90293945343,-1559.6657958984374,3.880227138623062,-1565.739990234375,-1551.946044921875,13.7939453125,0.25437323778195486,2432572.451058154,-65.32500171661377,2.8749564746387195,-72.30000305175781,-60.30000305175781,12.0,0.1360151047097113,4275.621224006659,-16.867500734329223,3.1433770912480212,-21.900001525878906,-11.25,10.650001525878906,0.1647744522955185,294.39340056037975,-1444.9335876464843,3.548904001703374,-1450.7900390625,-1437.238037109375,13.552001953125,0.03530025625587406,2087845.6674285538,29.625000953674316,3.928883384748849,19.5,39.45000076293945,19.950000762939453,0.1872180766629097,893.0768061561597,145.11750717163085,3.2015333677805193,140.10000610351562,152.85000610351562,12.75,-0.02334577517401903,21069.340703613347,-1675.6684997558593,4.943487079539062,-1685.0460205078125,-1667.3800048828125,17.666015625,-0.3036823932389568,2807889.359138558,fabric,push,3
121.26750450134277,2.0792595542193104,117.60000610351562,125.25000762939453,7.650001525878906,0.05109032078793174,14710.130968277002,-33.81750154495239,3.5646628984854383,-40.05000305175781,-25.80000114440918,14.250001907348633,0.12530076306565366,1156.330232322696,-1616.160693359375,3.8311632391189887,-1624.5460205078125,-1607.364013671875,17.1820068359375,0.05658922697368421,2611990.0645716204,460.7775192260742,2.0176387526614468,456.45001220703125,464.70001220703125,8.25,-0.19499995869801456,212319.99309027143,-822.6600402832031,3.2301979878565263,-828.6000366210938,-817.9500122070312,10.6500244140625,-0.054134420523966165,676779.9760578021,-1537.0629821777343,4.10508580866846,-1546.137939453125,-1529.6820068359375,16.4559326171875,0.19578159877232143,2362579.4629106065,-815.9475463867187,2.7521114098354595,-821.2500610351562,-809.550048828125,11.70001220703125,-0.19951089271029138,665777.9725717187,484.2300201416016,2.925806091361339,478.5000305175781,492.3000183105469,13.79998779296875,0.12879666206531956,234487.2727476201,-1559.2664855957032,4.123867296532567,-1570.3380126953125,-1552.6719970703125,17.666015625,-0.03875457075305451,2431328.9793834547,-65.86500225067138,3.2460007289742916,-71.25,-57.30000305175781,13.949996948242188,0.06924804744863869,4348.735042213449,-17.055000829696656,3.786750197002816,-24.150001525878906,-8.100000381469727,16.05000114440918,-0.05796992438180108,305.2125303554545,-1445.2360900878907,4.229439438209314,-1454.177978515625,-1433.8499755859375,20.3280029296875,-0.21015781029722744,2088725.244250495,29.730001068115236,3.6470670583013725,20.400001525878906,36.0,15.599998474121094,-0.18315783909388947,897.17406163788,142.79250793457032,3.658732748302687,137.25,150.15000915527344,12.900009155273438,-0.06394751986166589,20403.086647567827,-1674.9545837402343,4.8702178200367685,-1687.7080078125,-1666.89599609375,20.81201171875,-0.012373432360197369,2805496.576614036,fabric,push,4
121.58250465393067,2.2103887997050284,116.70000457763672,126.75000762939453,10.050003051757812,-0.02560151179034011,14787.191256568933,-34.62000141143799,2.5427546267320413,-38.85000228881836,-29.55000114440918,9.30000114440918,-0.08909772715174165,1205.0100988197355,-1616.8503845214843,4.082993122152868,-1625.030029296875,-1610.9940185546875,14.0360107421875,0.09971152857730263,2614221.8367601074,460.16251373291016,3.1388628196833532,453.9000244140625,466.3500061035156,12.449981689453125,0.0152255868553219,211759.3915047915,-822.7650360107422,3.3721308958926053,-828.7500610351562,-814.5000610351562,14.25,-0.1644360994037829,676953.675748537,-1535.9497863769532,4.324226756941353,-1547.10595703125,-1529.43994140625,17.666015625,-0.16303242848331767,2359160.4452084536,-816.8025360107422,3.066122515293899,-821.8500366210938,-810.4500122070312,11.4000244140625,-0.12327123656308742,667175.7839408586,485.61002044677736,3.1619056682473334,481.6500244140625,495.0000305175781,13.350006103515625,0.33563918493744127,235827.0896057744,-1558.0201904296875,4.4994388057205414,-1565.98193359375,-1550.010009765625,15.971923828125,0.30750282689144737,2427447.158736126,-66.59250221252441,2.4337360128942565,-70.35000610351562,-60.150001525878906,10.200004577636719,-0.10139098203271851,4440.484421905528,-18.142500638961792,3.558977272868218,-23.700000762939453,-11.100000381469727,12.600000381469727,-0.13387216768766705,341.8166486635215,-1446.6759948730469,4.094719630512326,-1453.2099609375,-1437.7220458984375,15.4879150390625,-0.06986910024083648,2092888.2008707724,29.482501220703124,2.1510622306771787,23.55000114440918,33.0,9.44999885559082,-0.02469922689566935,873.8449469490072,143.31750717163087,2.502115060355323,138.90000915527344,147.90000915527344,9.0,0.04590214320591519,20546.16844166572,-1674.5794982910156,4.372021494646765,-1689.1600341796875,-1668.83203125,20.3280029296875,0.08424365968632519,2804235.610668539,fabric,push,5
120.89250450134277,4.11242864023979,112.20000457763672,127.05000305175781,14.849998474121094,-0.390789582675561,14631.909713928248,-34.34250173568726,2.3303046435215196,-40.20000076293945,-28.950000762939453,11.25,0.07522559058397338,1184.8377451973001,-1617.0560913085938,3.826722218831729,-1622.85205078125,-1610.751953125,12.10009765625,0.04348713580827068,2614885.046241167,460.8975204467773,2.2912609133969024,457.5000305175781,466.5000305175781,9.0,-0.07951143881432098,212431.7742305608,-823.4925415039063,4.12635223310849,-831.9000244140625,-816.0000610351562,15.89996337890625,-0.16567658159069548,678156.9926953145,-1536.2159912109375,4.791959659519657,-1546.137939453125,-1527.02001953125,19.117919921875,0.04439522879464286,2359982.5345295817,-815.5125396728515,2.4027465078334846,-820.9500122070312,-810.6000366210938,10.3499755859375,-0.2234208415325423,665066.4755544452,487.47752075195314,2.8485281362123063,480.0000305175781,493.6500244140625,13.649993896484375,-0.020639290486959585,237642.4473510137,-1557.378887939453,3.997374618931144,-1565.2559814453125,-1549.5260009765625,15.72998046875,-0.14756602810737782,2425444.9796033716,-66.180002784729,2.911546060488499,-72.45000457763672,-61.500003814697266,10.950000762939453,0.0550375429311193,4388.269869049085,-16.680000638961793,2.9281138590109452,-24.600000381469727,-11.550000190734863,13.050000190734863,-0.1617293157075581,286.79627208709775,-1446.7485961914062,4.062497215911939,-1459.0179443359375,-1438.2059326171875,20.81201171875,0.04985608552631579,2093098.004465434,30.63000144958496,3.084899080873318,24.600000381469727,36.0,11.399999618530273,0.1328571520353619,947.7135911407498,142.44000854492188,2.5603027826334483,138.45001220703125,147.75,9.29998779296875,0.0730826471084939,20295.71118461618,-1674.228582763672,5.59595872497983,-1684.56201171875,-1660.3619384765625,24.2000732421875,-0.24527514464873124,2803072.662096905,fabric,rub,1
120.69750442504883,2.536409044238409,116.4000015258789,127.20000457763672,10.800003051757812,-0.04770674167719102,14574.320945274376,-33.62250127792358,3.3508388106956972,-39.900001525878906,-27.600000381469727,12.30000114440918,-0.1600376258219095,1141.7007129192375,-1616.5478942871093,4.865626490824103,-1625.27197265625,-1609.0579833984375,16.2139892578125,-0.049310991100798875,2613250.7688452355,460.54501953125,3.284313126620026,453.3000183105469,466.6500244140625,13.350006103515625,0.05774366335761279,212112.50172775314,-823.4775421142579,2.2645929580179054,-829.050048828125,-819.4500122070312,9.60003662109375,-0.025376444651668235,678120.3907478048,-1534.9091918945312,4.065597098388195,-1540.572021484375,-1529.43994140625,11.132080078125,0.08770338933270677,2355962.7564420896,-815.2350311279297,1.7421355251371615,-819.9000244140625,-812.7000122070312,7.20001220703125,0.010375930671405076,664611.1910143445,486.97501678466796,2.7867305525113744,481.8000183105469,492.6000061035156,10.79998779296875,0.15992530306479089,237152.43283959996,-1558.7219848632812,5.235255080225104,-1572.5159912109375,-1553.156005859375,19.3599853515625,-0.035298879523026315,2429641.633991882,-65.76750316619874,3.2413456705192925,-70.5,-59.10000228881836,11.39999771118164,-0.021992501280361548,4335.870794471754,-17.70750069618225,2.6181232165988613,-23.55000114440918,-13.350000381469727,10.200000762939453,0.07093981764370337,320.41015008258887,-1446.3372009277343,5.475521984414015,-1455.6300048828125,-1434.8179931640625,20.81201171875,0.26929362591047934,2091921.2801284753,29.182501220703124,2.9654795604613833,24.30000114440918,33.45000076293945,9.149999618530273,0.04590227514281309,860.4124465198536,143.70000610351562,3.0406009772722165,137.10000610351562,150.45001220703125,13.350006103515625,0.09225557943932097,20658.937008453417,-1673.623583984375,6.6691100209718766,-1683.1099853515625,-1655.0379638671875,28.072021484375,0.2390878318843985,2801060.377897176,fabric,rub,2
121.72500457763672,3.533288588571129,114.45000457763672,127.95000457763672,13.5,-0.05075181086260574,14829.460867675807,-35.30250148773193,3.2758006115522003,-40.20000076293945,-28.950000762939453,11.25,0.03733090278797579,1256.9974809379612,-1618.205584716797,4.82642713390812,-1626.48193359375,-1609.0579833984375,17.4239501953125,0.03166090886395677,2618612.6088075093,459.1800170898438,3.159489858479854,450.45001220703125,464.4000244140625,13.95001220703125,0.1245113057301457,210856.27047079505,-822.5175384521484,2.3394556929187593,-826.9500122070312,-818.8500366210938,8.0999755859375,-0.07973609866952538,676540.5741143206,-1536.1554870605469,5.199841516754276,-1546.864013671875,-1526.2939453125,20.570068359375,0.1694004603794643,2359800.7187780254,-816.1275329589844,3.636154468372715,-822.6000366210938,-808.2000122070312,14.4000244140625,-0.2676313586701128,666077.371673036,486.3375183105469,2.4601245309065067,480.9000244140625,491.4000244140625,10.5,0.0023688524289238724,236530.23392916907,-1557.9597045898438,4.2857142118900295,-1566.949951171875,-1551.4620361328125,15.4879150390625,0.2618336613016917,2427256.808471979,-66.15000324249267,2.769521290835796,-72.1500015258789,-61.35000228881836,10.799999237060547,0.0805263289831635,4383.493177162184,-15.77250075340271,2.5764547479051174,-19.650001525878906,-8.700000762939453,10.950000762939453,-0.18868420177832582,255.40989908409188,-1445.9499816894531,4.278684273101815,-1452.968017578125,-1438.68994140625,14.278076171875,0.04330403033952068,2090789.6566868387,29.34750108718872,2.9839350348073252,21.30000114440918,34.650001525878906,13.350000381469727,0.00665417291167983,870.1796883544937,145.35750732421874,3.057011337847419,141.15000915527344,152.70001220703125,11.550003051757812,0.052443654913651314,21138.150253830034,-1673.8534912109376,4.581979378376564,-1681.416015625,-1665.2020263671875,16.2139892578125,0.06204788093280076,2801806.504574068,fabric,rub,3
121.16250495910644,2.716150167275637,117.00000762939453,126.75000762939453,9.75,0.08289469668739721,14687.730079696685,-33.225001430511476,2.8148491354200487,-39.30000305175781,-28.500001907348633,10.80000114440918,0.050751886869731665,1111.8240957126645,-1617.0318908691406,3.7431670877587258,-1623.093994140625,-1607.60595703125,15.488037109375,-0.0536741328418703,2614806.147387675,461.66251678466796,2.7049455701506115,457.0500183105469,466.3500061035156,9.29998779296875,-0.08875913691699953,213139.59613449132,-822.7875366210938,3.4681753113702727,-830.2500610351562,-815.8500366210938,14.4000244140625,0.19500034877232145,676991.358658998,-1535.744091796875,3.943536125556202,-1542.0240478515625,-1528.4720458984375,13.552001953125,0.14538298872180452,2358525.466966182,-815.9400360107422,3.2489405049273024,-823.9500122070312,-809.4000244140625,14.54998779296875,-0.08571433160538064,665768.6979796158,486.01501922607423,2.4403944297126348,480.9000244140625,489.45001220703125,8.54998779296875,0.027067646227384872,236216.55443829385,-1558.8550903320313,4.962737961935308,-1566.4659423828125,-1547.3480224609375,19.117919921875,-0.08788346598919174,2430053.8214221643,-66.40500259399414,3.5088779384014526,-72.9000015258789,-58.35000228881836,14.549999237060547,0.1569925638069784,4421.936593894969,-17.19750084877014,2.5981952596712534,-22.5,-13.350000381469727,9.149999618530273,0.03259398022988685,302.5046540508279,-1446.1193908691407,3.9758067333694416,-1456.5980224609375,-1435.302001953125,21.2960205078125,-0.003639255609727444,2091277.0996869155,29.760001182556152,2.9264998308550925,25.950000762939453,39.900001525878906,13.950000762939453,0.1326316059083867,894.2220716457384,145.11750717163085,4.223098849287765,138.75,153.60000610351562,14.850006103515625,0.12890965741379817,21076.92545159919,-1676.8784729003905,5.190818695602485,-1684.56201171875,-1666.4119873046875,18.1500244140625,-0.00709467149318609,2811948.357475477,fabric,rub,4
121.47750473022461,3.73415010058899,114.9000015258789,126.75000762939453,11.850006103515625,0.2301880915362136,14770.72803245547,-34.33500146865845,3.3179853656337106,-39.60000228881836,-28.350000381469727,11.250001907348633,0.048947340025937654,1189.9013527393372,-1618.1934997558594,4.075292042179116,-1625.7559814453125,-1611.47802734375,14.2779541015625,-0.011462769472509399,2618566.8106573457,460.97252044677737,2.493464180321179,456.7500305175781,467.1000061035156,10.3499755859375,-0.058533517937911186,212501.8819706731,-823.5300415039062,2.2607751918550467,-827.550048828125,-819.6000366210938,7.95001220703125,0.13285664723331767,678206.8403638937,-1536.4942932128906,2.9243780621334556,-1543.2340087890625,-1531.3759765625,11.8580322265625,0.1391964102149906,2360823.2650628304,-814.8975372314453,3.523651009097895,-820.050048828125,-807.9000244140625,12.1500244140625,-0.1550744078213111,664070.4123023087,486.4125152587891,3.467198654104914,479.70001220703125,492.45001220703125,12.75,-0.04454905574483083,236609.15646688873,-1559.5205810546875,4.481963726457323,-1568.885986328125,-1552.6719970703125,16.2139892578125,-0.05749933916823309,2432124.5307319956,-66.75000305175782,2.6444280980340924,-72.1500015258789,-62.55000305175781,9.599998474121094,0.23097745278724155,4462.555907375349,-17.377500557899474,3.709362294140792,-25.950000762939453,-7.500000476837158,18.450000286102295,-0.1848496275736874,315.73689426899,-1446.0588745117188,5.419121209893967,-1456.35595703125,-1435.5439453125,20.81201171875,0.26911217252114666,2091115.6354287863,30.750001430511475,2.6136182890317112,25.200000762939453,34.80000305175781,9.60000228881836,-0.021879708139519945,952.3935885372188,144.37500610351563,2.9567515090221015,137.25,148.8000030517578,11.550003051757812,-0.1606015771851504,20852.88476687628,-1675.4627868652344,3.8097918972874294,-1681.9000244140625,-1666.89599609375,15.0040283203125,-0.10298760206179512,2807190.0646845186,fabric,rub,5
