material,motion,trial,timestamp,reading
wood,tap,5,1742113507.122462,"[np.float64(123.00000762939453), np.float64(-24.900001525878906), np.float64(-1611.47802734375), np.float64(465.1500244140625), np.float64(-825.6000366210938), np.float64(-1530.8919677734375), np.float64(-817.5000610351562), np.float64(488.4000244140625), np.float64(-1554.1240234375), np.float64(-72.9000015258789), np.float64(-19.5), np.float64(-1443.530029296875), np.float64(29.250001907348633), np.float64(144.3000030517578), np.float64(-1677.0599365234375)]"
wood,rub,1,1742113639.79888,"[np.float64(113.55000305175781), np.float64(-36.75), np.float64(-1619.947998046875), np.float64(460.8000183105469), np.float64(-824.8500366210938), np.float64(-1541.5400390625), np.float64(-818.8500366210938), np.float64(489.3000183105469), np.float64(-1555.5760498046875), np.float64(-68.85000610351562), np.float64(-10.65000057220459), np.float64(-1448.3699951171875), np.float64(27.000001907348633), np.float64(144.15000915527344), np.float64(-1678.7540283203125)]"
wood,rub,1,1742113639.902111,"[np.float64(126.75000762939453), np.float64(-41.10000228881836), np.float64(-1620.6739501953125), np.float64(462.9000244140625), np.float64(-820.050048828125), np.float64(-1540.0880126953125), np.float64(-814.2000122070312), np.float64(486.45001220703125), np.float64(-1559.2059326171875), np.float64(-66.45000457763672), np.float64(-16.950000762939453), np.float64(-1444.98193359375), np.float64(33.30000305175781), np.float64(140.85000610351562), np.float64(-1662.781982421875)]"
wood,rub,1,1742113640.005674,"[np.float64(126.1500015258789), np.float64(-35.55000305175781), np.float64(-1625.998046875), np.float64(463.20001220703125), np.float64(-823.9500122070312), np.float64(-1534.52197265625), np.float64(-819.300048828125), np.float64(485.4000244140625), np.float64(-1554.6080322265625), np.float64(-68.10000610351562), np.float64(-20.55000114440918), np.float64(-1444.0140380859375), np.float64(31.200000762939453), np.float64(139.0500030517578), np.float64(-1673.18798828125)]"
wood,rub,1,1742113640.106584,"[np.float64(119.25000762939453), np.float64(-37.650001525878906), np.float64(-1627.449951171875), np.float64(465.45001220703125), np.float64(-827.1000366210938), np.float64(-1537.426025390625), np.float64(-816.4500122070312), np.float64(483.1500244140625), np.float64(-1557.511962890625), np.float64(-67.35000610351562), np.float64(-16.650001525878906), np.float64(-1447.64404296875), np.float64(35.70000076293945), np.float64(145.8000030517578), np.float64(-1671.251953125)]"
wood,rub,1,1742113640.208417,"[np.float64(125.25000762939453), np.float64(-35.10000228881836), np.float64(-1617.2860107421875), np.float64(458.2500305175781), np.float64(-825.9000244140625), np.float64(-1541.5400390625), np.float64(-812.7000122070312), np.float64(489.1500244140625), np.float64(-1556.5439453125), np.float64(-66.1500015258789), np.float64(-23.850000381469727), np.float64(-1449.822021484375), np.float64(26.55000114440918), np.float64(140.70001220703125), np.float64(-1680.447998046875)]"
wood,rub,1,1742113640.309428,"[np.float64(122.85000610351562), np.float64(-30.000001907348633), np.float64(-1619.7059326171875), np.float64(460.8000183105469), np.float64(-823.6500244140625), np.float64(-1537.66796875), np.float64(-814.050048828125), np.float64(485.1000061035156), np.float64(-1566.7080078125), np.float64(-70.80000305175781), np.float64(-15.600000381469727), np.float64(-1448.1280517578125), np.float64(25.80000114440918), np.float64(144.0), np.float64(-1675.1240234375)]"
wood,rub,1,1742113640.411871,"[np.float64(123.30000305175781), np.float64(-37.05000305175781), np.float64(-1616.5599365234375), np.float64(458.70001220703125), np.float64(-825.7500610351562), np.float64(-1535.0059814453125), np.float64(-815.8500366210938), np.float64(488.8500061035156), np.float64(-1554.1240234375), np.float64(-69.9000015258789), np.float64(-17.700000762939453), np.float64(-1440.384033203125), np.float64(29.250001907348633), np.float64(153.0), np.float64(-1671.251953125)]"
wood,rub,1,1742113640.516958,"[np.float64(118.95000457763672), np.float64(-37.20000076293945), np.float64(-1622.6099853515625), np.float64(462.3000183105469), np.float64(-829.050048828125), np.float64(-1537.1839599609375), np.float64(-817.5000610351562), np.float64(479.8500061035156), np.float64(-1557.0279541015625), np.float64(-61.20000076293945), np.float64(-17.25), np.float64(-1458.050048828125), np.float64(26.850000381469727), np.float64(151.95001220703125), np.float64(-1678.511962890625)]"
wood,rub,1,1742113640.6186612,"[np.float64(120.9000015258789), np.float64(-39.30000305175781), np.float64(-1617.0439453125), np.float64(454.0500183105469), np.float64(-826.800048828125), np.float64(-1535.248046875), np.float64(-813.6000366210938), np.float64(486.3000183105469), np.float64(-1550.010009765625), np.float64(-63.750003814697266), np.float64(-19.05000114440918), np.float64(-1445.7080078125), np.float64(28.05000114440918), np.float64(145.5), np.float64(-1671.7359619140625)]"
wood,rub,1,1742113640.721754,"[np.float64(119.55000305175781), np.float64(-31.650001525878906), np.float64(-1625.7559814453125), np.float64(461.1000061035156), np.float64(-827.7000122070312), np.float64(-1532.8280029296875), np.float64(-814.050048828125), np.float64(486.45001220703125), np.float64(-1560.416015625), np.float64(-66.75), np.float64(-21.30000114440918), np.float64(-1443.77197265625), np.float64(29.400001525878906), np.float64(143.25), np.float64(-1673.429931640625)]"
wood,rub,1,1742113640.825415,"[np.float64(124.50000762939453), np.float64(-34.650001525878906), np.float64(-1617.0439453125), np.float64(462.0000305175781), np.float64(-819.300048828125), np.float64(-1532.343994140625), np.float64(-816.1500244140625), np.float64(492.6000061035156), np.float64(-1561.8680419921875), np.float64(-68.55000305175781), np.float64(-13.050000190734863), np.float64(-1437.7220458984375), np.float64(27.750001907348633), np.float64(147.15000915527344), np.float64(-1669.3160400390625)]"
wood,rub,1,1742113640.9305458,"[np.float64(124.05000305175781), np.float64(-35.10000228881836), np.float64(-1615.833984375), np.float64(461.1000061035156), np.float64(-826.6500244140625), np.float64(-1533.7960205078125), np.float64(-819.4500122070312), np.float64(481.6500244140625), np.float64(-1558.7220458984375), np.float64(-69.75), np.float64(-16.05000114440918), np.float64(-1445.7080078125), np.float64(22.650001525878906), np.float64(139.8000030517578), np.float64(-1670.0419921875)]"
wood,rub,1,1742113641.035709,"[np.float64(122.4000015258789), np.float64(-30.900001525878906), np.float64(-1616.802001953125), np.float64(460.20001220703125), np.float64(-823.6500244140625), np.float64(-1527.7459716796875), np.float64(-818.550048828125), np.float64(483.6000061035156), np.float64(-1560.657958984375), np.float64(-70.35000610351562), np.float64(-21.900001525878906), np.float64(-1433.365966796875), np.float64(32.400001525878906), np.float64(144.0), np.float64(-1680.9320068359375)]"
wood,rub,1,1742113641.139636,"[np.float64(125.25000762939453), np.float64(-32.55000305175781), np.float64(-1617.2860107421875), np.float64(460.8000183105469), np.float64(-819.1500244140625), np.float64(-1539.1199951171875), np.float64(-816.0000610351562), np.float64(488.2500305175781), np.float64(-1556.7860107421875), np.float64(-66.1500015258789), np.float64(-19.200000762939453), np.float64(-1442.56201171875), np.float64(31.05000114440918), np.float64(147.0), np.float64(-1674.39794921875)]"
wood,rub,1,1742113641.2433128,"[np.float64(120.60000610351562), np.float64(-31.500001907348633), np.float64(-1615.833984375), np.float64(462.9000244140625), np.float64(-822.6000366210938), np.float64(-1543.2340087890625), np.float64(-818.2500610351562), np.float64(483.7500305175781), np.float64(-1551.946044921875), np.float64(-64.95000457763672), np.float64(-23.700000762939453), np.float64(-1452.0), np.float64(32.85000228881836), np.float64(141.15000915527344), np.float64(-1680.68994140625)]"
wood,rub,1,1742113641.347162,"[np.float64(126.9000015258789), np.float64(-33.900001525878906), np.float64(-1616.802001953125), np.float64(459.6000061035156), np.float64(-819.9000244140625), np.float64(-1537.1839599609375), np.float64(-810.9000244140625), np.float64(482.5500183105469), np.float64(-1561.6259765625), np.float64(-66.30000305175781), np.float64(-15.15000057220459), np.float64(-1443.77197265625), np.float64(30.30000114440918), np.float64(141.90000915527344), np.float64(-1666.1700439453125)]"
wood,rub,1,1742113641.448863,"[np.float64(120.45000457763672), np.float64(-35.400001525878906), np.float64(-1617.5279541015625), np.float64(454.6500244140625), np.float64(-822.7500610351562), np.float64(-1534.280029296875), np.float64(-815.1000366210938), np.float64(488.4000244140625), np.float64(-1556.5439453125), np.float64(-62.85000228881836), np.float64(-12.300000190734863), np.float64(-1451.7579345703125), np.float64(30.450000762939453), np.float64(140.70001220703125), np.float64(-1674.39794921875)]"
wood,rub,1,1742113641.553507,"[np.float64(122.4000015258789), np.float64(-36.30000305175781), np.float64(-1622.3680419921875), np.float64(465.3000183105469), np.float64(-821.2500610351562), np.float64(-1538.1519775390625), np.float64(-815.1000366210938), np.float64(490.20001220703125), np.float64(-1552.18798828125), np.float64(-65.70000457763672), np.float64(-15.450000762939453), np.float64(-1444.98193359375), np.float64(31.200000762939453), np.float64(140.85000610351562), np.float64(-1676.333984375)]"
wood,rub,1,1742113641.65567,"[np.float64(118.80000305175781), np.float64(-38.85000228881836), np.float64(-1620.916015625), np.float64(459.3000183105469), np.float64(-825.4500122070312), np.float64(-1538.39404296875), np.float64(-822.0000610351562), np.float64(486.6000061035156), np.float64(-1559.68994140625), np.float64(-65.4000015258789), np.float64(-14.100000381469727), np.float64(-1452.968017578125), np.float64(31.650001525878906), np.float64(145.8000030517578), np.float64(-1671.010009765625)]"
wood,rub,1,1742113641.759986,"[np.float64(120.75000762939453), np.float64(-31.650001525878906), np.float64(-1612.929931640625), np.float64(457.8000183105469), np.float64(-828.300048828125), np.float64(-1526.7779541015625), np.float64(-817.050048828125), np.float64(482.70001220703125), np.float64(-1559.9320068359375), np.float64(-69.60000610351562), np.float64(-15.450000762939453), np.float64(-1451.7579345703125), np.float64(34.05000305175781), np.float64(148.0500030517578), np.float64(-1669.800048828125)]"
wood,rub,2,1742113654.380348,"[np.float64(120.75000762939453), np.float64(-34.5), np.float64(-1614.1400146484375), np.float64(459.1500244140625), np.float64(-824.4000244140625), np.float64(-1536.9420166015625), np.float64(-813.1500244140625), np.float64(487.95001220703125), np.float64(-1558.238037109375), np.float64(-66.9000015258789), np.float64(-21.0), np.float64(-1444.2559814453125), np.float64(30.150001525878906), np.float64(146.70001220703125), np.float64(-1671.010009765625)]"
wood,rub,2,1742113654.4841301,"[np.float64(122.55000305175781), np.float64(-39.30000305175781), np.float64(-1621.6419677734375), np.float64(461.1000061035156), np.float64(-820.6500244140625), np.float64(-1535.9739990234375), np.float64(-818.2500610351562), np.float64(489.7500305175781), np.float64(-1553.6400146484375), np.float64(-65.25), np.float64(-20.400001525878906), np.float64(-1447.885986328125), np.float64(31.650001525878906), np.float64(147.15000915527344), np.float64(-1675.365966796875)]"
wood,rub,2,1742113654.5850492,"[np.float64(118.6500015258789), np.float64(-29.850000381469727), np.float64(-1617.0439453125), np.float64(460.6500244140625), np.float64(-823.6500244140625), np.float64(-1523.6319580078125), np.float64(-812.4000244140625), np.float64(487.8000183105469), np.float64(-1557.27001953125), np.float64(-66.0), np.float64(-14.850000381469727), np.float64(-1433.8499755859375), np.float64(28.05000114440918), np.float64(145.20001220703125), np.float64(-1676.333984375)]"
wood,rub,2,1742113654.686431,"[np.float64(120.30000305175781), np.float64(-37.5), np.float64(-1610.2679443359375), np.float64(459.6000061035156), np.float64(-820.9500122070312), np.float64(-1535.489990234375), np.float64(-817.9500122070312), np.float64(492.9000244140625), np.float64(-1554.1240234375), np.float64(-67.05000305175781), np.float64(-14.250000953674316), np.float64(-1437.47998046875), np.float64(28.650001525878906), np.float64(141.60000610351562), np.float64(-1671.251953125)]"
wood,rub,2,1742113654.7886348,"[np.float64(113.25000762939453), np.float64(-31.200000762939453), np.float64(-1612.2039794921875), np.float64(457.0500183105469), np.float64(-827.550048828125), np.float64(-1538.1519775390625), np.float64(-814.800048828125), np.float64(485.8500061035156), np.float64(-1557.27001953125), np.float64(-70.35000610351562), np.float64(-13.200000762939453), np.float64(-1442.0780029296875), np.float64(31.950000762939453), np.float64(147.0), np.float64(-1671.4940185546875)]"
wood,rub,2,1742113654.8936949,"[np.float64(120.30000305175781), np.float64(-35.400001525878906), np.float64(-1612.446044921875), np.float64(464.5500183105469), np.float64(-822.7500610351562), np.float64(-1530.8919677734375), np.float64(-820.800048828125), np.float64(493.0500183105469), np.float64(-1558.47998046875), np.float64(-66.60000610351562), np.float64(-20.850000381469727), np.float64(-1447.4019775390625), np.float64(25.80000114440918), np.float64(147.45001220703125), np.float64(-1670.7679443359375)]"
wood,rub,2,1742113654.998129,"[np.float64(124.20000457763672), np.float64(-36.900001525878906), np.float64(-1615.833984375), np.float64(462.9000244140625), np.float64(-822.6000366210938), np.float64(-1545.6539306640625), np.float64(-814.3500366210938), np.float64(487.3500061035156), np.float64(-1573.0), np.float64(-67.6500015258789), np.float64(-21.150001525878906), np.float64(-1460.469970703125), np.float64(28.950000762939453), np.float64(142.95001220703125), np.float64(-1678.7540283203125)]"
wood,rub,2,1742113655.103413,"[np.float64(122.85000610351562), np.float64(-34.650001525878906), np.float64(-1621.4000244140625), np.float64(459.9000244140625), np.float64(-817.800048828125), np.float64(-1531.8599853515625), np.float64(-812.550048828125), np.float64(482.5500183105469), np.float64(-1562.593994140625), np.float64(-65.25), np.float64(-22.650001525878906), np.float64(-1445.4659423828125), np.float64(30.30000114440918), np.float64(143.10000610351562), np.float64(-1678.0279541015625)]"
wood,rub,2,1742113655.207137,"[np.float64(122.70000457763672), np.float64(-37.35000228881836), np.float64(-1613.1719970703125), np.float64(461.5500183105469), np.float64(-821.550048828125), np.float64(-1537.1839599609375), np.float64(-815.1000366210938), np.float64(484.0500183105469), np.float64(-1564.77197265625), np.float64(-71.55000305175781), np.float64(-17.100000381469727), np.float64(-1447.885986328125), np.float64(27.30000114440918), np.float64(149.70001220703125), np.float64(-1677.7860107421875)]"
wood,rub,2,1742113655.310955,"[np.float64(121.05000305175781), np.float64(-33.150001525878906), np.float64(-1620.4320068359375), np.float64(460.5000305175781), np.float64(-823.9500122070312), np.float64(-1537.426025390625), np.float64(-819.0000610351562), np.float64(489.3000183105469), np.float64(-1557.9959716796875), np.float64(-63.150001525878906), np.float64(-18.450000762939453), np.float64(-1450.3060302734375), np.float64(28.80000114440918), np.float64(147.90000915527344), np.float64(-1680.68994140625)]"
wood,rub,2,1742113655.4145322,"[np.float64(118.80000305175781), np.float64(-32.10000228881836), np.float64(-1607.364013671875), np.float64(461.2500305175781), np.float64(-821.4000244140625), np.float64(-1538.8780517578125), np.float64(-815.550048828125), np.float64(483.6000061035156), np.float64(-1560.416015625), np.float64(-69.75), np.float64(-9.75), np.float64(-1445.949951171875), np.float64(27.450000762939453), np.float64(145.8000030517578), np.float64(-1684.0780029296875)]"
wood,rub,2,1742113655.519656,"[np.float64(120.60000610351562), np.float64(-37.05000305175781), np.float64(-1616.802001953125), np.float64(464.5500183105469), np.float64(-820.6500244140625), np.float64(-1538.1519775390625), np.float64(-819.1500244140625), np.float64(484.3500061035156), np.float64(-1554.365966796875), np.float64(-63.60000228881836), np.float64(-18.0), np.float64(-1439.9000244140625), np.float64(30.450000762939453), np.float64(148.65000915527344), np.float64(-1680.9320068359375)]"
wood,rub,2,1742113655.62482,"[np.float64(115.6500015258789), np.float64(-30.750001907348633), np.float64(-1618.738037109375), np.float64(463.5000305175781), np.float64(-823.3500366210938), np.float64(-1533.31201171875), np.float64(-813.6000366210938), np.float64(481.95001220703125), np.float64(-1560.657958984375), np.float64(-64.95000457763672), np.float64(-12.90000057220459), np.float64(-1441.8359375), np.float64(40.35000228881836), np.float64(148.5), np.float64(-1678.7540283203125)]"
wood,rub,2,1742113655.729955,"[np.float64(118.6500015258789), np.float64(-33.45000076293945), np.float64(-1615.3499755859375), np.float64(462.3000183105469), np.float64(-822.1500244140625), np.float64(-1537.426025390625), np.float64(-819.6000366210938), np.float64(487.20001220703125), np.float64(-1559.447998046875), np.float64(-65.25), np.float64(-17.55000114440918), np.float64(-1448.85400390625), np.float64(25.200000762939453), np.float64(145.20001220703125), np.float64(-1680.2059326171875)]"
wood,rub,2,1742113655.835213,"[np.float64(118.6500015258789), np.float64(-34.95000076293945), np.float64(-1611.47802734375), np.float64(464.2500305175781), np.float64(-822.4500122070312), np.float64(-1539.60400390625), np.float64(-819.1500244140625), np.float64(484.6500244140625), np.float64(-1566.949951171875), np.float64(-71.55000305175781), np.float64(-19.5), np.float64(-1438.68994140625), np.float64(34.20000076293945), np.float64(146.10000610351562), np.float64(-1669.800048828125)]"
wood,rub,2,1742113655.93578,"[np.float64(124.05000305175781), np.float64(-37.05000305175781), np.float64(-1612.446044921875), np.float64(462.3000183105469), np.float64(-826.800048828125), np.float64(-1537.426025390625), np.float64(-813.300048828125), np.float64(486.1500244140625), np.float64(-1563.56201171875), np.float64(-68.55000305175781), np.float64(-13.050000190734863), np.float64(-1448.85400390625), np.float64(29.100000381469727), np.float64(147.90000915527344), np.float64(-1678.0279541015625)]"
wood,rub,2,1742113656.0410361,"[np.float64(122.25000762939453), np.float64(-32.85000228881836), np.float64(-1613.89794921875), np.float64(459.3000183105469), np.float64(-819.9000244140625), np.float64(-1537.66796875), np.float64(-814.9500122070312), np.float64(488.1000061035156), np.float64(-1558.9639892578125), np.float64(-64.20000457763672), np.float64(-17.400001525878906), np.float64(-1438.447998046875), np.float64(32.25), np.float64(147.60000610351562), np.float64(-1683.593994140625)]"
wood,rub,2,1742113656.142508,"[np.float64(125.4000015258789), np.float64(-35.55000305175781), np.float64(-1622.1259765625), np.float64(459.7500305175781), np.float64(-822.7500610351562), np.float64(-1544.2020263671875), np.float64(-816.300048828125), np.float64(487.20001220703125), np.float64(-1561.8680419921875), np.float64(-58.650001525878906), np.float64(-19.05000114440918), np.float64(-1444.739990234375), np.float64(37.95000076293945), np.float64(145.5), np.float64(-1683.1099853515625)]"
wood,rub,2,1742113656.2438898,"[np.float64(120.30000305175781), np.float64(-29.400001525878906), np.float64(-1612.2039794921875), np.float64(465.0000305175781), np.float64(-817.050048828125), np.float64(-1545.4119873046875), np.float64(-816.1500244140625), np.float64(487.0500183105469), np.float64(-1564.0460205078125), np.float64(-65.70000457763672), np.float64(-23.25), np.float64(-1442.3199462890625), np.float64(28.950000762939453), np.float64(149.70001220703125), np.float64(-1677.302001953125)]"
wood,rub,2,1742113656.347935,"[np.float64(116.10000610351562), np.float64(-32.10000228881836), np.float64(-1619.2220458984375), np.float64(461.2500305175781), np.float64(-823.9500122070312), np.float64(-1540.81396484375), np.float64(-814.2000122070312), np.float64(484.3500061035156), np.float64(-1556.302001953125), np.float64(-64.5), np.float64(-17.55000114440918), np.float64(-1445.2239990234375), np.float64(32.70000076293945), np.float64(145.35000610351562), np.float64(-1679.7220458984375)]"
wood,rub,3,1742113683.2043571,"[np.float64(125.10000610351562), np.float64(-37.35000228881836), np.float64(-1623.093994140625), np.float64(459.7500305175781), np.float64(-828.6000366210938), np.float64(-1535.0059814453125), np.float64(-816.6000366210938), np.float64(483.45001220703125), np.float64(-1561.384033203125), np.float64(-70.20000457763672), np.float64(-17.25), np.float64(-1447.885986328125), np.float64(30.450000762939453), np.float64(142.20001220703125), np.float64(-1680.2059326171875)]"
wood,rub,3,1742113683.309633,"[np.float64(120.60000610351562), np.float64(-35.55000305175781), np.float64(-1614.1400146484375), np.float64(459.9000244140625), np.float64(-820.3500366210938), np.float64(-1543.2340087890625), np.float64(-819.0000610351562), np.float64(484.3500061035156), np.float64(-1556.5439453125), np.float64(-63.60000228881836), np.float64(-15.15000057220459), np.float64(-1446.676025390625), np.float64(30.900001525878906), np.float64(142.65000915527344), np.float64(-1678.27001953125)]"
wood,rub,3,1742113683.4131432,"[np.float64(125.55000305175781), np.float64(-33.30000305175781), np.float64(-1618.97998046875), np.float64(453.45001220703125), np.float64(-825.9000244140625), np.float64(-1534.52197265625), np.float64(-816.4500122070312), np.float64(484.3500061035156), np.float64(-1549.5260009765625), np.float64(-62.70000076293945), np.float64(-17.700000762939453), np.float64(-1442.0780029296875), np.float64(32.25), np.float64(144.60000610351562), np.float64(-1677.5439453125)]"
wood,rub,3,1742113683.5148292,"[np.float64(119.25000762939453), np.float64(-31.650001525878906), np.float64(-1618.738037109375), np.float64(458.2500305175781), np.float64(-822.7500610351562), np.float64(-1537.9100341796875), np.float64(-819.6000366210938), np.float64(489.45001220703125), np.float64(-1555.092041015625), np.float64(-74.85000610351562), np.float64(-19.650001525878906), np.float64(-1440.384033203125), np.float64(32.55000305175781), np.float64(145.95001220703125), np.float64(-1671.97802734375)]"
wood,rub,3,1742113683.615434,"[np.float64(124.50000762939453), np.float64(-35.10000228881836), np.float64(-1618.97998046875), np.float64(465.6000061035156), np.float64(-824.4000244140625), np.float64(-1535.73193359375), np.float64(-817.050048828125), np.float64(484.6500244140625), np.float64(-1555.333984375), np.float64(-66.0), np.float64(-12.300000190734863), np.float64(-1442.3199462890625), np.float64(28.350000381469727), np.float64(140.85000610351562), np.float64(-1670.7679443359375)]"
wood,rub,3,1742113683.71976,"[np.float64(117.1500015258789), np.float64(-33.900001525878906), np.float64(-1617.77001953125), np.float64(462.6000061035156), np.float64(-821.7000122070312), np.float64(-1540.81396484375), np.float64(-818.8500366210938), np.float64(482.5500183105469), np.float64(-1565.0140380859375), np.float64(-64.95000457763672), np.float64(-17.700000762939453), np.float64(-1443.530029296875), np.float64(30.900001525878906), np.float64(147.3000030517578), np.float64(-1672.946044921875)]"
wood,rub,3,1742113683.823246,"[np.float64(123.75000762939453), np.float64(-39.0), np.float64(-1606.637939453125), np.float64(460.20001220703125), np.float64(-822.4500122070312), np.float64(-1532.343994140625), np.float64(-813.9000244140625), np.float64(481.20001220703125), np.float64(-1559.2059326171875), np.float64(-65.70000457763672), np.float64(-22.05000114440918), np.float64(-1440.8680419921875), np.float64(27.30000114440918), np.float64(142.65000915527344), np.float64(-1668.83203125)]"
wood,rub,3,1742113683.927704,"[np.float64(123.45000457763672), np.float64(-37.20000076293945), np.float64(-1617.0439453125), np.float64(464.5500183105469), np.float64(-825.9000244140625), np.float64(-1535.73193359375), np.float64(-821.4000244140625), np.float64(478.95001220703125), np.float64(-1560.1739501953125), np.float64(-64.95000457763672), np.float64(-17.100000381469727), np.float64(-1450.7900390625), np.float64(31.80000114440918), np.float64(143.70001220703125), np.float64(-1682.384033203125)]"
wood,rub,3,1742113684.0327308,"[np.float64(122.10000610351562), np.float64(-33.900001525878906), np.float64(-1616.0760498046875), np.float64(465.0000305175781), np.float64(-822.1500244140625), np.float64(-1535.248046875), np.float64(-816.300048828125), np.float64(488.5500183105469), np.float64(-1559.447998046875), np.float64(-64.6500015258789), np.float64(-12.15000057220459), np.float64(-1442.0780029296875), np.float64(31.05000114440918), np.float64(144.0), np.float64(-1670.0419921875)]"
wood,rub,3,1742113684.135616,"[np.float64(121.05000305175781), np.float64(-37.650001525878906), np.float64(-1619.947998046875), np.float64(457.95001220703125), np.float64(-826.2000122070312), np.float64(-1536.699951171875), np.float64(-811.9500122070312), np.float64(485.8500061035156), np.float64(-1559.68994140625), np.float64(-64.95000457763672), np.float64(-21.0), np.float64(-1441.1099853515625), np.float64(30.000001907348633), np.float64(142.8000030517578), np.float64(-1677.302001953125)]"
wood,rub,3,1742113684.238391,"[np.float64(124.05000305175781), np.float64(-32.400001525878906), np.float64(-1617.2860107421875), np.float64(460.3500061035156), np.float64(-826.050048828125), np.float64(-1544.68603515625), np.float64(-813.9000244140625), np.float64(494.70001220703125), np.float64(-1554.6080322265625), np.float64(-66.30000305175781), np.float64(-12.750000953674316), np.float64(-1441.8359375), np.float64(35.85000228881836), np.float64(142.5), np.float64(-1678.9959716796875)]"
wood,rub,3,1742113684.3416371,"[np.float64(122.10000610351562), np.float64(-31.950000762939453), np.float64(-1609.300048828125), np.float64(459.1500244140625), np.float64(-824.8500366210938), np.float64(-1537.426025390625), np.float64(-816.300048828125), np.float64(484.95001220703125), np.float64(-1563.56201171875), np.float64(-63.60000228881836), np.float64(-16.5), np.float64(-1442.56201171875), np.float64(31.350000381469727), np.float64(143.10000610351562), np.float64(-1671.4940185546875)]"
wood,rub,3,1742113684.446799,"[np.float64(119.4000015258789), np.float64(-30.750001907348633), np.float64(-1623.093994140625), np.float64(464.2500305175781), np.float64(-822.7500610351562), np.float64(-1534.280029296875), np.float64(-813.0000610351562), np.float64(486.3000183105469), np.float64(-1557.0279541015625), np.float64(-69.30000305175781), np.float64(-14.550000190734863), np.float64(-1440.384033203125), np.float64(30.30000114440918), np.float64(138.75), np.float64(-1673.9139404296875)]"
wood,rub,3,1742113684.549249,"[np.float64(123.75000762939453), np.float64(-35.70000076293945), np.float64(-1610.510009765625), np.float64(462.45001220703125), np.float64(-827.550048828125), np.float64(-1537.426025390625), np.float64(-814.2000122070312), np.float64(490.6500244140625), np.float64(-1553.156005859375), np.float64(-70.6500015258789), np.float64(-22.350000381469727), np.float64(-1445.2239990234375), np.float64(26.850000381469727), np.float64(147.90000915527344), np.float64(-1678.0279541015625)]"
wood,rub,3,1742113684.654293,"[np.float64(128.40000915527344), np.float64(-33.900001525878906), np.float64(-1619.4639892578125), np.float64(461.2500305175781), np.float64(-820.5000610351562), np.float64(-1533.0699462890625), np.float64(-817.3500366210938), np.float64(488.4000244140625), np.float64(-1564.530029296875), np.float64(-70.5), np.float64(-16.80000114440918), np.float64(-1434.8179931640625), np.float64(33.150001525878906), np.float64(147.90000915527344), np.float64(-1669.5579833984375)]"
wood,rub,3,1742113684.7595708,"[np.float64(122.85000610351562), np.float64(-37.5), np.float64(-1620.18994140625), np.float64(460.8000183105469), np.float64(-820.6500244140625), np.float64(-1541.5400390625), np.float64(-815.2500610351562), np.float64(490.20001220703125), np.float64(-1558.7220458984375), np.float64(-69.0), np.float64(-17.100000381469727), np.float64(-1452.7259521484375), np.float64(22.80000114440918), np.float64(144.60000610351562), np.float64(-1669.800048828125)]"
wood,rub,3,1742113684.8599,"[np.float64(122.4000015258789), np.float64(-30.30000114440918), np.float64(-1614.1400146484375), np.float64(461.4000244140625), np.float64(-823.9500122070312), np.float64(-1536.2159423828125), np.float64(-813.9000244140625), np.float64(486.0000305175781), np.float64(-1556.7860107421875), np.float64(-69.60000610351562), np.float64(-11.700000762939453), np.float64(-1432.8819580078125), np.float64(30.450000762939453), np.float64(142.5), np.float64(-1668.83203125)]"
wood,rub,3,1742113684.9644659,"[np.float64(116.10000610351562), np.float64(-33.150001525878906), np.float64(-1622.1259765625), np.float64(461.2500305175781), np.float64(-826.2000122070312), np.float64(-1535.248046875), np.float64(-819.6000366210938), np.float64(488.70001220703125), np.float64(-1556.302001953125), np.float64(-66.45000457763672), np.float64(-18.75), np.float64(-1448.1280517578125), np.float64(32.400001525878906), np.float64(141.45001220703125), np.float64(-1668.83203125)]"
wood,rub,3,1742113685.069706,"[np.float64(124.05000305175781), np.float64(-34.95000076293945), np.float64(-1614.3819580078125), np.float64(455.8500061035156), np.float64(-821.550048828125), np.float64(-1534.52197265625), np.float64(-818.8500366210938), np.float64(486.9000244140625), np.float64(-1561.384033203125), np.float64(-74.25), np.float64(-22.200000762939453), np.float64(-1440.8680419921875), np.float64(27.750001907348633), np.float64(140.40000915527344), np.float64(-1676.333984375)]"
wood,rub,3,1742113685.174169,"[np.float64(121.80000305175781), np.float64(-38.10000228881836), np.float64(-1629.385986328125), np.float64(460.3500061035156), np.float64(-823.800048828125), np.float64(-1535.0059814453125), np.float64(-811.800048828125), np.float64(486.6000061035156), np.float64(-1556.302001953125), np.float64(-66.0), np.float64(-18.30000114440918), np.float64(-1442.56201171875), np.float64(30.000001907348633), np.float64(145.5), np.float64(-1681.416015625)]"
wood,rub,4,1742113687.9258082,"[np.float64(120.9000015258789), np.float64(-35.400001525878906), np.float64(-1610.2679443359375), np.float64(461.70001220703125), np.float64(-821.8500366210938), np.float64(-1539.1199951171875), np.float64(-819.7500610351562), np.float64(489.6000061035156), np.float64(-1557.27001953125), np.float64(-67.6500015258789), np.float64(-18.0), np.float64(-1444.498046875), np.float64(25.80000114440918), np.float64(143.10000610351562), np.float64(-1674.8819580078125)]"
